signature_id	signature_label	dataset	condition_short	age_label	sex	collection	pathway	direction	a	b	c	d	odds_ratio	pval	padj	log2OR
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_ANGIOGENESIS	Down	1	182	34	12303	1.988048925	0.403134421	0.997404482	0.991353262
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_APICAL_JUNCTION	Down	5	178	171	12166	1.998333734	0.115825988	0.997404482	0.998797542
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_APICAL_SURFACE	Down	1	182	37	12300	1.826524593	0.428999472	0.997404482	0.869101179
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_APOPTOSIS	Down	2	181	153	12184	0.879941861	1	1	-0.184519889
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_BILE_ACID_METABOLISM	Down	3	180	105	12232	1.941448504	0.209828056	0.997404482	0.957133441
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Down	2	181	73	12264	1.856280096	0.299940053	0.997404482	0.892414416
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_COAGULATION	Down	2	181	132	12205	1.021684761	0.723600597	1	0.030950124
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_COMPLEMENT	Down	1	182	185	12152	0.360933535	0.52980143	0.997404482	-1.4701949
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_DNA_REPAIR	Down	1	182	148	12189	0.452537155	0.728087061	1	-1.143891847
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_E2F_TARGETS	Down	2	181	197	12140	0.680948728	1	1	-0.554381921
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Down	2	181	177	12160	0.759136369	1	1	-0.397569025
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_ESTROGEN_RESPONSE_EARLY	Down	2	181	176	12161	0.76351218	1	1	-0.389276923
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_ESTROGEN_RESPONSE_LATE	Down	2	181	172	12165	0.781524206	1	1	-0.355637537
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_FATTY_ACID_METABOLISM	Down	5	178	143	12194	2.394952469	0.066018759	0.997404482	1.259997024
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_G2M_CHECKPOINT	Down	4	179	193	12144	1.406015703	0.53859842	0.997404482	0.491612707
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_GLYCOLYSIS	Down	1	182	185	12152	0.360933535	0.52980143	0.997404482	-1.4701949
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_HEDGEHOG_SIGNALING	Down	1	182	30	12307	2.253804247	0.366826607	0.997404482	1.172362216
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_HEME_METABOLISM	Down	5	178	184	12153	1.85523162	0.204224062	0.997404482	0.891599314
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_HYPOXIA	Down	3	180	183	12154	1.106911529	0.754258804	1	0.146539918
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_IL2_STAT5_SIGNALING	Down	5	178	185	12152	1.845064045	0.205578938	0.997404482	0.883670895
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_IL6_JAK_STAT3_SIGNALING	Down	0	183	84	12253	0	0.637347613	1	#NAME?
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	Down	3	180	173	12164	1.171851338	0.745012056	1	0.22878956
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE	Down	0	183	99	12238	0	0.407835211	0.997404482	#NAME?
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE	Down	1	182	199	12138	0.335155389	0.375529975	0.997404482	-1.577097963
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_KRAS_SIGNALING_DN	Down	1	182	112	12225	0.599753855	1	1	-0.737557569
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_KRAS_SIGNALING_UP	Down	2	181	181	12156	0.742116607	1	1	-0.430282203
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_MITOTIC_SPINDLE	Down	7	176	192	12145	2.515538577	0.026969803	0.674245076	1.330867314
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_MTORC1_SIGNALING	Down	2	181	193	12144	0.695289959	1	1	-0.524313339
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_MYC_TARGETS_V1	Down	5	178	190	12147	1.795656673	0.212773744	0.997404482	0.844511535
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_MYC_TARGETS_V2	Down	1	182	56	12281	1.204942878	0.568803987	1	0.268964756
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_MYOGENESIS	Down	2	181	171	12166	0.78615887	1	1	-0.347107208
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_NOTCH_SIGNALING	Down	1	182	31	12306	2.180999813	0.37610443	0.997404482	1.124989646
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Down	0	183	185	12152	0	0.118617211	0.997404482	#NAME?
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_P53_PATHWAY	Down	1	182	189	12148	0.35317867	0.53260958	0.997404482	-1.501529881
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_PANCREAS_BETA_CELLS	Down	0	183	18	12319	0	1	1	#NAME?
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_PEROXISOME	Down	2	181	89	12248	1.520544377	0.385067778	0.997404482	0.604587922
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Down	1	182	98	12239	0.686213368	1	1	-0.543270864
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_PROTEIN_SECRETION	Down	2	181	90	12247	1.50352784	0.390256461	0.997404482	0.588351582
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Down	0	183	48	12289	0	1	1	#NAME?
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_SPERMATOGENESIS	Down	1	182	84	12253	0.801490853	1	1	-0.319242039
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_TGF_BETA_SIGNALING	Down	4	179	48	12289	5.719107181	0.006924476	0.346223809	2.515789943
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Down	1	182	189	12148	0.35317867	0.53260958	0.997404482	-1.501529881
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Down	2	181	108	12229	1.251149298	0.676435128	1	0.323253954
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_UV_RESPONSE_DN	Down	3	180	137	12200	1.484096388	0.461796597	0.997404482	0.569584794
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_UV_RESPONSE_UP	Down	2	181	140	12197	0.962670576	1	1	-0.0548859
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Down	1	182	38	12299	1.778224561	0.437370975	0.997404482	0.830437525
Protandim_6m_female	Protandim_6m_female	GSE131754	Protandim	6m	female	Hallmark	HALLMARK_XENOBIOTIC_METABOLISM	Down	3	180	191	12146	1.05988951	0.762439585	1	0.083913877
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ADIPOGENESIS	Up	1	36	195	12288	1.750320686	0.442706201	1	0.807619271
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ALLOGRAFT_REJECTION	Up	1	36	184	12299	1.856660557	0.423974968	1	0.892710079
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ANDROGEN_RESPONSE	Up	0	37	97	12386	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ANGIOGENESIS	Up	0	37	35	12448	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_APICAL_JUNCTION	Up	1	36	175	12308	1.953506761	0.408195071	1	0.966066249
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_APICAL_SURFACE	Up	0	37	38	12445	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_APOPTOSIS	Up	0	37	155	12328	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_BILE_ACID_METABOLISM	Up	1	36	107	12376	3.212280931	0.27458957	1	1.68359807
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Up	1	36	74	12409	4.656666333	0.199591543	1	2.219297511
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_COAGULATION	Up	1	36	133	12350	2.579024717	0.328819691	1	1.3668256
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_COMPLEMENT	Up	0	37	186	12297	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_DNA_REPAIR	Up	0	37	149	12334	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_E2F_TARGETS	Up	0	37	199	12284	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Up	1	36	178	12305	1.920126782	0.413501206	1	0.941201572
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ESTROGEN_RESPONSE_EARLY	Up	1	36	177	12306	1.931126921	0.411737658	1	0.949442987
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ESTROGEN_RESPONSE_LATE	Up	2	35	172	12311	4.089073232	0.093260411	1	2.031773901
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_FATTY_ACID_METABOLISM	Up	0	37	148	12335	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_G2M_CHECKPOINT	Up	0	37	197	12286	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_GLYCOLYSIS	Up	2	35	184	12299	3.818837611	0.104324272	1	1.933133573
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_HEDGEHOG_SIGNALING	Up	0	37	31	12452	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_HEME_METABOLISM	Up	1	36	188	12295	1.816427597	0.430856133	1	0.861103861
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_HYPOXIA	Up	1	36	185	12298	1.846487948	0.42570281	1	0.884783846
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_IL2_STAT5_SIGNALING	Up	0	37	190	12293	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_IL6_JAK_STAT3_SIGNALING	Up	0	37	84	12399	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	Up	0	37	176	12307	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE	Up	2	35	97	12386	7.293975767	0.034453867	0.86134668	2.866705407
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE	Up	1	36	199	12284	1.714582378	0.449369519	1	0.777857221
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_KRAS_SIGNALING_DN	Up	1	36	112	12371	3.067641776	0.285339214	1	1.617130022
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_KRAS_SIGNALING_UP	Up	0	37	183	12300	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_MITOTIC_SPINDLE	Up	0	37	199	12284	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_MTORC1_SIGNALING	Up	0	37	195	12288	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_MYC_TARGETS_V1	Up	0	37	195	12288	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_MYC_TARGETS_V2	Up	0	37	57	12426	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_MYOGENESIS	Up	0	37	173	12310	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_NOTCH_SIGNALING	Up	0	37	32	12451	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Up	0	37	185	12298	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_P53_PATHWAY	Up	0	37	190	12293	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_PANCREAS_BETA_CELLS	Up	0	37	18	12465	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_PEROXISOME	Up	0	37	91	12392	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Up	0	37	99	12384	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_PROTEIN_SECRETION	Up	0	37	92	12391	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Up	0	37	48	12435	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_SPERMATOGENESIS	Up	1	36	84	12399	4.099155191	0.223080858	1	2.03532661
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_TGF_BETA_SIGNALING	Up	1	36	51	12432	6.767524764	0.142913499	1	2.758628262
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Up	1	36	189	12294	1.806690706	0.432563888	1	0.853349547
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Up	0	37	110	12373	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_UV_RESPONSE_DN	Up	0	37	140	12343	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_UV_RESPONSE_UP	Up	3	34	139	12344	7.832100376	0.008373231	0.418661561	2.969399255
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Up	1	36	38	12445	9.093010082	0.109170316	1	3.184757952
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_XENOBIOTIC_METABOLISM	Up	1	36	193	12290	1.768744941	0.439345187	1	0.822726021
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ADIPOGENESIS	Down	1	32	195	12292	1.969722984	0.406294447	0.822102744	0.977992747
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ALLOGRAFT_REJECTION	Down	2	31	183	12304	4.336520787	0.085108415	0.809551656	2.116538025
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ANDROGEN_RESPONSE	Down	0	33	97	12390	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ANGIOGENESIS	Down	0	33	35	12452	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_APICAL_JUNCTION	Down	0	33	176	12311	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_APICAL_SURFACE	Down	0	33	38	12449	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_APOPTOSIS	Down	0	33	155	12332	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_BILE_ACID_METABOLISM	Down	2	31	106	12381	7.532357298	0.032719455	0.809551656	2.913101436
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Down	0	33	75	12412	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_COAGULATION	Down	0	33	134	12353	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_COMPLEMENT	Down	1	32	185	12302	2.077865361	0.390167424	0.822102744	1.055102176
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_DNA_REPAIR	Down	0	33	149	12338	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_E2F_TARGETS	Down	1	32	198	12289	1.939413968	0.411051372	0.822102744	0.95562078
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Down	0	33	179	12308	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ESTROGEN_RESPONSE_EARLY	Down	0	33	178	12309	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_ESTROGEN_RESPONSE_LATE	Down	1	32	173	12314	2.224023073	0.370253788	0.822102744	1.153171756
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_FATTY_ACID_METABOLISM	Down	2	31	146	12341	5.452220827	0.057733829	0.809551656	2.446843996
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_G2M_CHECKPOINT	Down	1	32	196	12291	1.959516431	0.407884213	0.822102744	0.970497671
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_GLYCOLYSIS	Down	1	32	185	12302	2.077865361	0.390167424	0.822102744	1.055102176
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_HEDGEHOG_SIGNALING	Down	1	32	30	12457	12.9606102	0.078650146	0.809551656	3.696061738
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_HEME_METABOLISM	Down	1	32	188	12299	2.044139409	0.395049612	0.822102744	1.031493591
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_HYPOXIA	Down	1	32	185	12302	2.077865361	0.390167424	0.822102744	1.055102176
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_IL2_STAT5_SIGNALING	Down	0	33	190	12297	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_IL6_JAK_STAT3_SIGNALING	Down	1	32	83	12404	4.668809418	0.199434702	0.822102744	2.223054699
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	Down	0	33	176	12311	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE	Down	2	31	97	12390	8.236336254	0.027875224	0.809551656	3.04200273
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE	Down	2	31	198	12289	4.003334297	0.097146199	0.809551656	2.001202092
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_KRAS_SIGNALING_DN	Down	1	32	112	12375	3.452176406	0.258870912	0.822102744	1.787506188
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_KRAS_SIGNALING_UP	Down	1	32	182	12305	2.112629483	0.385247038	0.822102744	1.079039767
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_MITOTIC_SPINDLE	Down	0	33	199	12288	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_MTORC1_SIGNALING	Down	1	32	194	12293	1.980035089	0.404700541	0.822102744	0.985525997
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_MYC_TARGETS_V1	Down	1	32	194	12293	1.980035089	0.404700541	0.822102744	0.985525997
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_MYC_TARGETS_V2	Down	0	33	57	12430	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_MYOGENESIS	Down	1	32	172	12315	2.237193337	0.368566145	0.822102744	1.161689939
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_NOTCH_SIGNALING	Down	0	33	32	12455	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Down	0	33	185	12302	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_P53_PATHWAY	Down	0	33	190	12297	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_PANCREAS_BETA_CELLS	Down	0	33	18	12469	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_PEROXISOME	Down	1	32	90	12397	4.303440046	0.214190959	0.822102744	2.10549037
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Down	1	32	98	12389	3.94967477	0.230732381	0.822102744	1.981733862
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_PROTEIN_SECRETION	Down	0	33	92	12395	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Down	0	33	48	12439	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_SPERMATOGENESIS	Down	0	33	85	12402	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_TGF_BETA_SIGNALING	Down	0	33	52	12435	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Down	0	33	190	12297	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Down	1	32	109	12378	3.547750415	0.252926536	0.822102744	1.826904519
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_UV_RESPONSE_DN	Down	1	32	139	12348	2.77565419	0.310346506	0.822102744	1.472827838
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_UV_RESPONSE_UP	Down	0	33	142	12345	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Down	0	33	39	12448	0	1	1	#NAME?
Protandim_6m_male	Protandim_6m_male	GSE131754	Protandim	6m	male	Hallmark	HALLMARK_XENOBIOTIC_METABOLISM	Down	1	32	193	12294	1.990454296	0.403102487	0.822102744	0.993097745
Rapamycin_12m_female	Rapamycin_12m_female	GSE131754	Rapamycin	12m	female	Hallmark	HALLMARK_ADIPOGENESIS	Up	1	46	195	12278	1.368742914	0.524305531	1	0.452851495
